,holiday,temp,rain,snow,weather,date,Time,traffic_volume
41,7,280.74,0.0,0.0,0,04-10-2012,06:00:00,5689
42,7,280.57,0.0,0.0,0,04-10-2012,07:00:00,6990
43,7,281.2053507092272,0.0,0.0,0,04-10-2012,08:00:00,5985
44,7,284.98,0.0,0.0,0,04-10-2012,09:00:00,5309
45,7,289.18,0.0,0.0,0,04-10-2012,10:00:00,4603
46,7,291.55,0.0,0.0,0,04-10-2012,11:00:00,4884
47,7,294.97,0.0,0.0,0,04-10-2012,12:00:00,5104
48,7,296.38,0.0,0.0,0,04-10-2012,13:00:00,5178
49,7,297.32,0.0,0.0,0,04-10-2012,14:00:00,5501
50,7,298.17,0.0,0.0,0,04-10-2012,15:00:00,5713
51,7,298.06,0.0,0.0,1,04-10-2012,16:00:00,6292
52,7,297.67,0.0,0.0,1,04-10-2012,17:00:00,6057
53,7,296.36,0.0,0.0,1,04-10-2012,18:00:00,4907
54,7,293.85,0.0,0.0,1,04-10-2012,19:00:00,3503
55,7,292.43,0.0,0.0,1,04-10-2012,20:00:00,3037
56,7,291.77,0.0,0.0,1,04-10-2012,21:00:00,2822
57,7,281.2053507092272,0.0,0.0,1,04-10-2012,22:00:00,1992
58,7,291.12,0.0,0.0,1,04-10-2012,23:00:00,1166
59,7,290.63,0.0,0.0,1,05-10-2012,00:00:00,627
60,7,290.46,0.0,0.0,1,05-10-2012,01:00:00,388
61,7,289.26,0.0,0.0,0,05-10-2012,03:00:00,368
62,7,283.21,0.0,0.0,1,05-10-2012,05:00:00,2489
63,7,282.24,0.0,0.0,1,05-10-2012,06:00:00,5537
64,7,281.69,0.0,0.0,1,05-10-2012,07:00:00,6628
65,7,280.57,0.0,0.0,1,05-10-2012,08:00:00,5534
66,7,280.02,0.0,0.0,1,05-10-2012,09:00:00,5403
67,7,280.11,0.0,0.0,1,05-10-2012,10:00:00,4770
68,7,280.0,0.0,0.0,1,05-10-2012,11:00:00,5217
69,7,280.53,0.0,0.0,1,05-10-2012,12:00:00,5870
70,7,281.43,0.0,0.0,1,05-10-2012,13:00:00,5967
71,7,281.78,0.0,0.0,1,05-10-2012,14:00:00,6108
72,7,281.2053507092272,0.0,0.0,1,05-10-2012,15:00:00,6128
73,7,281.73,0.0,0.0,1,05-10-2012,16:00:00,6069
74,7,281.42,0.0,0.0,1,05-10-2012,17:00:00,6169
75,7,280.87,0.0,0.0,1,05-10-2012,18:00:00,5384
76,7,280.15,0.0,0.0,1,05-10-2012,19:00:00,4063
77,7,279.78,0.0,0.0,1,05-10-2012,20:00:00,3364
78,7,279.65,0.0,0.0,1,05-10-2012,21:00:00,2971
79,7,279.22,0.0,0.0,1,05-10-2012,22:00:00,2450
80,7,279.06,0.0,0.0,1,05-10-2012,23:00:00,1832
81,7,281.2053507092272,0.0,0.0,1,06-10-2012,00:00:00,1231
82,7,278.55,0.0,0.0,1,06-10-2012,01:00:00,718
83,7,278.59,0.0,0.0,1,06-10-2012,02:00:00,545
84,7,276.99,0.0,0.0,1,06-10-2012,04:00:00,411
85,7,276.35,0.0,0.0,1,06-10-2012,05:00:00,688
86,7,275.4,0.0,0.0,0,06-10-2012,06:00:00,1352
87,7,275.17,0.0,0.0,0,06-10-2012,07:00:00,2072
88,7,274.99,0.0,0.0,0,06-10-2012,08:00:00,3342
89,7,275.09,0.0,0.0,1,06-10-2012,09:00:00,4258
90,7,276.88,0.0,0.0,1,06-10-2012,10:00:00,4861
91,7,278.04,0.0,0.0,1,06-10-2012,11:00:00,5191
92,7,279.08,0.0,0.0,1,06-10-2012,12:00:00,5669
93,7,280.12,0.0,0.0,1,06-10-2012,13:00:00,5074
94,7,280.25,0.0,0.0,1,06-10-2012,14:00:00,5025
95,7,280.0,0.0,0.0,1,06-10-2012,15:00:00,5153
96,7,281.2053507092272,0.0,0.0,1,06-10-2012,16:00:00,5024
97,7,278.91,0.0,0.0,1,06-10-2012,17:00:00,4779
98,7,278.39,0.0,0.0,1,06-10-2012,18:00:00,4362
99,7,278.16,0.0,0.0,1,06-10-2012,19:00:00,3860
100,7,278.16,0.0,0.0,1,06-10-2012,20:00:00,3160
101,7,277.93,0.0,0.0,1,06-10-2012,21:00:00,2992
102,7,276.9,0.0,0.0,1,06-10-2012,22:00:00,3202
103,7,276.34,0.0,0.0,1,06-10-2012,23:00:00,1941
104,7,276.11,0.0,0.0,1,07-10-2012,00:00:00,1233
105,7,275.73,0.0,0.0,1,07-10-2012,03:00:00,323
106,7,275.65,0.0,0.0,1,07-10-2012,04:00:00,312
107,7,275.51,0.0,0.0,1,07-10-2012,05:00:00,627
108,7,275.05,0.0,0.0,1,07-10-2012,06:00:00,1508
109,7,274.77,0.0,0.0,1,07-10-2012,07:00:00,1539
110,7,274.77,0.0,0.0,1,07-10-2012,08:00:00,2232
111,7,275.55,0.0,0.0,1,07-10-2012,09:00:00,4568
112,7,276.24,0.0,0.0,1,07-10-2012,10:00:00,4624
113,7,277.01,0.0,0.0,1,07-10-2012,11:00:00,4529
114,7,277.43,0.0,0.0,1,07-10-2012,12:00:00,5139
115,7,278.45,0.0,0.0,1,07-10-2012,13:00:00,6640
116,7,279.27,0.0,0.0,1,07-10-2012,14:00:00,6589
117,7,281.2053507092272,0.0,0.0,1,07-10-2012,15:00:00,4429
118,7,279.44,0.0,0.0,1,07-10-2012,16:00:00,4329
119,7,279.32,0.0,0.0,1,07-10-2012,17:00:00,3833
120,7,279.27,0.0,0.0,1,07-10-2012,18:00:00,4015
121,7,278.11,0.0,0.0,1,07-10-2012,19:00:00,3382
122,7,276.79,0.0,0.0,1,07-10-2012,20:00:00,2815
123,7,275.73,0.0,0.0,1,07-10-2012,21:00:00,2110
124,7,274.88,0.0,0.0,1,07-10-2012,22:00:00,1555
125,7,273.92,0.0,0.0,1,07-10-2012,23:00:00,959
126,1,273.08,0.0,0.0,1,08-10-2012,00:00:00,455
127,7,272.62,0.0,0.0,1,08-10-2012,01:00:00,336
128,7,271.78,0.0,0.0,0,08-10-2012,02:00:00,265
129,7,281.2053507092272,0.0,0.0,0,08-10-2012,03:00:00,314
130,7,270.63,0.0,0.0,0,08-10-2012,04:00:00,779
131,7,270.33,0.0,0.0,0,08-10-2012,05:00:00,2571
132,7,269.61,0.0,0.0,1,08-10-2012,06:00:00,5563
133,7,270.01,0.0,0.0,1,08-10-2012,07:00:00,6676
134,7,271.23,0.0,0.0,1,08-10-2012,08:00:00,5966
135,7,273.71,0.0,0.0,1,08-10-2012,09:00:00,4832
136,7,276.77,0.0,0.0,1,08-10-2012,10:00:00,4395
137,7,279.47,0.0,0.0,1,08-10-2012,11:00:00,4411
138,7,279.84,0.0,0.0,0,08-10-2012,12:00:00,4648
139,7,282.34,0.0,0.0,1,08-10-2012,13:00:00,4602
140,7,282.94,0.0,0.0,1,08-10-2012,14:00:00,5125
141,7,283.48,0.0,0.0,0,08-10-2012,15:00:00,5502
142,7,284.33,0.0,0.0,0,08-10-2012,16:00:00,5979
143,7,284.48,0.0,0.0,1,08-10-2012,17:00:00,5663
144,7,284.23,0.0,0.0,1,08-10-2012,18:00:00,4259
145,7,281.99,0.0,0.0,1,08-10-2012,19:00:00,3069
146,7,279.81,0.0,0.0,0,08-10-2012,20:00:00,2378
147,7,279.35,0.0,0.0,0,08-10-2012,21:00:00,2030
148,7,278.9,0.0,0.0,0,08-10-2012,22:00:00,1400
149,7,278.46,0.0,0.0,0,08-10-2012,23:00:00,917
150,7,281.2053507092272,0.0,0.0,0,09-10-2012,00:00:00,515
151,7,277.27,0.0,0.0,0,09-10-2012,01:00:00,302
152,7,277.47,0.0,0.0,0,09-10-2012,02:00:00,251
153,7,276.97,0.0,0.0,1,09-10-2012,04:00:00,798
154,7,276.52,0.0,0.0,1,09-10-2012,05:00:00,2678
155,7,276.6,0.0,0.0,1,09-10-2012,06:00:00,5733
156,7,277.31,0.0,0.0,1,09-10-2012,07:00:00,6449
157,7,278.38,0.0,0.0,1,09-10-2012,08:00:00,5765
158,7,279.35,0.0,0.0,1,09-10-2012,09:00:00,5599
159,7,281.37,0.0,0.0,1,09-10-2012,10:00:00,4534
160,7,283.11,0.0,0.0,1,09-10-2012,11:00:00,4691
161,7,284.08,0.0,0.0,1,09-10-2012,12:00:00,5067
162,7,285.14,0.0,0.0,1,09-10-2012,13:00:00,5030
163,7,286.35,0.0,0.0,1,09-10-2012,14:00:00,5300
164,7,287.23,0.0,0.0,6,09-10-2012,15:00:00,5777
165,7,281.2053507092272,0.0,0.0,1,09-10-2012,16:00:00,6349
166,7,290.37,0.0,0.0,1,09-10-2012,17:00:00,6127
167,7,290.13,0.0,0.0,1,09-10-2012,18:00:00,4460
168,7,288.86,0.0,0.0,1,09-10-2012,19:00:00,3418
169,7,287.36,0.0,0.0,1,09-10-2012,20:00:00,2775
170,7,285.11,0.0,0.0,1,09-10-2012,21:00:00,2306
171,7,283.46,0.0,0.0,1,09-10-2012,22:00:00,1846
172,7,282.45,0.0,0.0,1,09-10-2012,23:00:00,947
173,7,281.88,0.0,0.0,1,10-10-2012,00:00:00,494
174,7,281.78,0.0,0.0,1,10-10-2012,01:00:00,332
175,7,281.09,0.0,0.0,1,10-10-2012,02:00:00,261
176,7,281.17,0.0,0.0,1,10-10-2012,03:00:00,361
177,7,281.25,0.0,0.0,0,10-10-2012,06:00:00,5875
178,7,281.25,0.0,0.0,6,10-10-2012,07:00:00,6793
179,7,281.25,0.0,0.0,2,10-10-2012,07:00:00,6793
180,7,280.1,0.0,0.0,6,10-10-2012,08:00:00,6283
181,7,280.1,0.0,0.0,2,10-10-2012,08:00:00,6283
182,7,279.61,0.0,0.0,6,10-10-2012,09:00:00,5680
183,7,281.2053507092272,0.0,0.0,2,10-10-2012,09:00:00,5680
184,7,281.2053507092272,0.0,0.0,0,10-10-2012,10:00:00,4632
185,7,280.19,0.0,0.0,0,10-10-2012,11:00:00,4887
186,7,282.09,0.0,0.0,1,10-10-2012,12:00:00,5030
187,7,282.26,0.0,0.0,1,10-10-2012,13:00:00,5067
188,7,282.05,0.0,0.0,1,10-10-2012,14:00:00,5227
189,7,281.59,0.0,0.0,1,10-10-2012,15:00:00,5610
190,7,281.23,0.0,0.0,0,10-10-2012,16:00:00,6286
191,7,282.6,0.0,0.0,0,10-10-2012,18:00:00,4775
192,7,282.6,0.0,0.0,0,10-10-2012,19:00:00,3340
193,7,282.6,0.0,0.0,0,10-10-2012,20:00:00,3013
194,7,282.6,0.0,0.0,0,10-10-2012,21:00:00,2603
195,7,282.6,0.0,0.0,0,10-10-2012,22:00:00,1910
196,7,282.6,0.0,0.0,0,10-10-2012,23:00:00,1037
197,7,273.9,0.0,0.0,0,11-10-2012,01:00:00,347
198,7,274.4,0.0,0.0,1,11-10-2012,03:00:00,350
199,7,274.05,0.0,0.0,1,11-10-2012,04:00:00,850
200,7,273.71,0.0,0.0,1,11-10-2012,05:00:00,2791
201,7,272.66,0.0,0.0,0,11-10-2012,06:00:00,5809
202,7,272.65,0.0,0.0,0,11-10-2012,07:00:00,6798
203,7,272.52,0.0,0.0,0,11-10-2012,08:00:00,6304
204,7,275.19,0.0,0.0,1,11-10-2012,09:00:00,5291
205,7,275.34,0.0,0.0,0,11-10-2012,10:00:00,4638
206,7,284.1,0.0,0.0,0,11-10-2012,14:00:00,5557
207,7,284.1,0.0,0.0,0,11-10-2012,15:00:00,5818
208,7,283.78,0.0,0.0,1,11-10-2012,16:00:00,6272
209,7,283.52,0.0,0.0,1,11-10-2012,17:00:00,5944
210,7,281.2053507092272,0.0,0.0,1,11-10-2012,18:00:00,4949
211,7,282.06,0.0,0.0,1,11-10-2012,19:00:00,3511
212,7,281.95,0.0,0.0,1,11-10-2012,20:00:00,3039
213,7,281.81,0.0,0.0,1,11-10-2012,21:00:00,2679
214,7,282.16,0.0,0.0,1,11-10-2012,22:00:00,2094
215,7,282.53,0.0,0.0,1,11-10-2012,23:00:00,1284
216,7,283.91,0.0,0.0,1,12-10-2012,00:00:00,630
217,7,284.64,0.0,0.0,1,12-10-2012,01:00:00,410
218,7,284.61,0.0,0.0,1,12-10-2012,02:00:00,331
219,7,283.18,0.0,0.0,2,12-10-2012,03:00:00,372
220,7,282.26,0.0,0.0,6,12-10-2012,04:00:00,739
221,7,280.77,0.0,0.0,2,12-10-2012,05:00:00,2561
222,7,278.53,0.0,0.0,1,12-10-2012,06:00:00,5586
223,7,277.64,0.0,0.0,1,12-10-2012,07:00:00,6992
224,7,277.9,0.0,0.0,1,12-10-2012,08:00:00,5860
225,7,281.2053507092272,0.0,0.0,1,12-10-2012,09:00:00,5230
226,7,279.29,0.0,0.0,1,12-10-2012,10:00:00,4864
227,7,280.45,0.0,0.0,1,12-10-2012,11:00:00,5146
228,7,280.95,0.0,0.0,1,12-10-2012,12:00:00,5526
229,7,281.74,0.0,0.0,1,12-10-2012,13:00:00,5383
230,7,281.84,0.0,0.0,1,12-10-2012,14:00:00,5758
231,7,282.45,0.0,0.0,1,12-10-2012,15:00:00,5889
232,7,282.2,0.0,0.0,1,12-10-2012,16:00:00,6057
233,7,281.54,0.0,0.0,1,12-10-2012,17:00:00,6028
234,7,280.21,0.0,0.0,1,12-10-2012,18:00:00,5257
235,7,282.2,0.0,0.0,0,12-10-2012,23:00:00,1897
236,7,272.58,0.0,0.0,0,13-10-2012,00:00:00,1335
237,7,272.06,0.0,0.0,0,13-10-2012,01:00:00,769
238,7,270.99,0.0,0.0,0,13-10-2012,02:00:00,570
239,7,270.29,0.0,0.0,1,13-10-2012,03:00:00,413
240,7,269.48,0.0,0.0,0,13-10-2012,04:00:00,399
241,7,269.27,0.0,0.0,0,13-10-2012,05:00:00,740
242,7,268.91,0.0,0.0,0,13-10-2012,06:00:00,1420
243,7,281.2053507092272,0.0,0.0,1,13-10-2012,07:00:00,2220
244,7,269.23,0.0,0.0,1,13-10-2012,08:00:00,3479
245,7,272.61,0.0,0.0,1,13-10-2012,09:00:00,4546
246,7,276.78,0.0,0.0,1,13-10-2012,10:00:00,4579
247,7,279.22,0.0,0.0,0,13-10-2012,11:00:00,4438
248,7,280.35,0.0,0.0,0,13-10-2012,12:00:00,4623
249,7,281.81,0.0,0.0,0,13-10-2012,13:00:00,4440
250,7,283.05,0.0,0.0,0,13-10-2012,14:00:00,4495
251,7,283.96,0.0,0.0,0,13-10-2012,15:00:00,4483
252,7,284.53,0.0,0.0,0,13-10-2012,16:00:00,4591
253,7,284.44,0.0,0.0,0,13-10-2012,17:00:00,4477
254,7,283.64,0.0,0.0,0,13-10-2012,18:00:00,4221
255,7,281.85,0.0,0.0,1,13-10-2012,19:00:00,3672
256,7,281.38,0.0,0.0,0,13-10-2012,20:00:00,3015
257,7,281.84,0.0,0.0,1,13-10-2012,21:00:00,2769
258,7,282.23,0.0,0.0,1,13-10-2012,22:00:00,2875
259,7,282.18,0.0,0.0,1,13-10-2012,23:00:00,1931
260,7,282.49,0.0,0.0,1,14-10-2012,00:00:00,1309
261,7,282.54,0.0,0.0,1,14-10-2012,01:00:00,870
262,7,282.58,0.0,0.0,1,14-10-2012,02:00:00,654
263,7,282.23,0.0,0.0,1,14-10-2012,03:00:00,364
264,7,281.2053507092272,0.0,0.0,1,14-10-2012,04:00:00,262
265,7,282.23,0.0,0.0,1,14-10-2012,05:00:00,505
266,7,282.24,0.0,0.0,1,14-10-2012,06:00:00,861
267,7,282.24,0.0,0.0,1,14-10-2012,07:00:00,1132
268,7,282.24,0.0,0.0,5,14-10-2012,08:00:00,1797
269,7,282.43,0.0,0.0,2,14-10-2012,09:00:00,2685
270,7,282.43,0.0,0.0,5,14-10-2012,09:00:00,2685
271,7,282.43,0.0,0.0,4,14-10-2012,09:00:00,2685
272,7,282.33,0.0,0.0,2,14-10-2012,10:00:00,3370
273,7,282.33,0.0,0.0,5,14-10-2012,10:00:00,3370
274,7,282.82,0.0,0.0,2,14-10-2012,11:00:00,3662
275,7,282.82,0.0,0.0,5,14-10-2012,11:00:00,3662
276,7,283.33,0.0,0.0,5,14-10-2012,12:00:00,4076
277,7,283.33,0.0,0.0,6,14-10-2012,12:00:00,4076
278,7,283.33,0.0,0.0,2,14-10-2012,12:00:00,4076
279,7,283.75,0.0,0.0,6,14-10-2012,13:00:00,4128
280,7,283.75,0.0,0.0,5,14-10-2012,13:00:00,4128
281,7,283.75,0.0,0.0,2,14-10-2012,13:00:00,4128
282,7,284.09,0.0,0.0,5,14-10-2012,14:00:00,4358
283,7,284.09,0.0,0.0,6,14-10-2012,14:00:00,4358
284,7,284.09,0.0,0.0,2,14-10-2012,14:00:00,4358
285,7,284.55,0.0,0.0,5,14-10-2012,15:00:00,4342
286,7,284.55,0.0,0.0,6,14-10-2012,15:00:00,4342
287,7,284.68,0.0,0.0,5,14-10-2012,16:00:00,4234
288,7,284.64,0.0,0.0,6,14-10-2012,17:00:00,4271
289,7,284.64,0.0,0.0,5,14-10-2012,17:00:00,4271
290,7,284.4,0.0,0.0,1,14-10-2012,18:00:00,4080
291,7,281.2053507092272,0.0,0.0,5,14-10-2012,19:00:00,3453
292,7,284.03,0.0,0.0,5,14-10-2012,20:00:00,2718
293,7,283.58,0.0,0.0,5,14-10-2012,21:00:00,2439
294,7,283.04,0.0,0.0,5,14-10-2012,22:00:00,1819
295,7,281.95,0.0,0.0,5,14-10-2012,23:00:00,1002
296,7,281.95,0.0,0.0,3,14-10-2012,23:00:00,1002
297,7,281.61,0.0,0.0,1,15-10-2012,00:00:00,542
298,7,281.61,0.0,0.0,3,15-10-2012,00:00:00,542
299,7,281.57,0.0,0.0,3,15-10-2012,01:00:00,303
300,7,281.42,0.0,0.0,3,15-10-2012,02:00:00,239
301,7,281.29,0.0,0.0,5,15-10-2012,03:00:00,335
302,7,281.29,0.0,0.0,3,15-10-2012,03:00:00,335
303,7,281.02,0.0,0.0,5,15-10-2012,04:00:00,810
304,7,281.02,0.0,0.0,3,15-10-2012,04:00:00,810
305,7,280.82,0.0,0.0,5,15-10-2012,05:00:00,2606
306,7,281.2053507092272,0.0,0.0,3,15-10-2012,05:00:00,2606
307,7,280.39,0.0,0.0,5,15-10-2012,06:00:00,5714
308,7,280.19,0.0,0.0,5,15-10-2012,07:00:00,6798
309,7,279.82,0.0,0.0,5,15-10-2012,08:00:00,6114
310,7,279.75,0.0,0.0,5,15-10-2012,09:00:00,5094
311,7,280.07,0.0,0.0,5,15-10-2012,10:00:00,4473
312,7,280.32,0.0,0.0,1,15-10-2012,11:00:00,4529
313,7,281.72,0.0,0.0,0,15-10-2012,12:00:00,4823
314,7,284.01,0.0,0.0,1,15-10-2012,13:00:00,4872
315,7,285.88,0.0,0.0,0,15-10-2012,14:00:00,5238
316,7,286.87,0.0,0.0,0,15-10-2012,15:00:00,5584
317,7,287.6,0.0,0.0,1,15-10-2012,16:00:00,6246
318,7,287.27,0.0,0.0,1,15-10-2012,17:00:00,5957
319,7,286.18,0.0,0.0,1,15-10-2012,18:00:00,4535
320,7,285.2,0.0,0.0,1,15-10-2012,19:00:00,3234
321,7,284.68,0.0,0.0,1,15-10-2012,20:00:00,2677
322,7,284.49,0.0,0.0,1,15-10-2012,21:00:00,2077
323,7,283.54,0.0,0.0,1,15-10-2012,22:00:00,1380
324,7,281.2053507092272,0.0,0.0,1,15-10-2012,23:00:00,927
325,7,281.21,0.0,0.0,1,16-10-2012,00:00:00,500
326,7,279.87,0.0,0.0,0,16-10-2012,01:00:00,324
327,7,278.93,0.0,0.0,0,16-10-2012,02:00:00,257
328,7,277.91,0.0,0.0,0,16-10-2012,03:00:00,354
329,7,277.21,0.0,0.0,0,16-10-2012,04:00:00,769
330,7,276.61,0.0,0.0,0,16-10-2012,05:00:00,2769
331,7,276.11,0.0,0.0,0,16-10-2012,06:00:00,5789
332,7,274.81,0.0,0.0,1,16-10-2012,07:00:00,7055
333,7,274.99,0.0,0.0,1,16-10-2012,08:00:00,6408
334,7,277.91,0.0,0.0,1,16-10-2012,09:00:00,5254
335,7,280.71,0.0,0.0,1,16-10-2012,10:00:00,4547
336,7,283.85,0.0,0.0,1,16-10-2012,11:00:00,4784
337,7,286.01,0.0,0.0,1,16-10-2012,12:00:00,5015
338,7,286.31,0.0,0.0,1,16-10-2012,13:00:00,5057
339,7,288.15,0.0,0.0,1,16-10-2012,14:00:00,5430
340,7,289.15,0.0,0.0,1,16-10-2012,15:00:00,5813
341,7,288.99,0.0,0.0,1,16-10-2012,16:00:00,6496
342,7,281.2053507092272,0.0,0.0,1,16-10-2012,17:00:00,6429
343,7,288.16,0.0,0.0,1,16-10-2012,18:00:00,5142
344,7,287.28,0.0,0.0,6,16-10-2012,19:00:00,3311
345,7,287.04,0.0,0.0,1,16-10-2012,20:00:00,2777
346,7,286.9,0.0,0.0,1,16-10-2012,21:00:00,2331
347,7,287.09,0.0,0.0,1,16-10-2012,22:00:00,1767
348,7,287.09,0.0,0.0,1,16-10-2012,23:00:00,1093
349,7,286.89,0.0,0.0,1,17-10-2012,00:00:00,554
350,7,286.93,0.0,0.0,1,17-10-2012,01:00:00,333
351,7,286.93,0.0,0.0,1,17-10-2012,02:00:00,267
352,7,287.07,0.0,0.0,1,17-10-2012,03:00:00,358
353,7,286.56,0.0,0.0,1,17-10-2012,04:00:00,777
354,7,285.91,0.0,0.0,1,17-10-2012,05:00:00,2732
355,7,285.29,0.0,0.0,1,17-10-2012,06:00:00,5637
356,7,284.92,0.0,0.0,1,17-10-2012,07:00:00,5564
357,7,281.2053507092272,0.0,0.0,1,17-10-2012,08:00:00,6274
358,7,285.72,0.0,0.0,6,17-10-2012,09:00:00,5403
359,7,285.72,0.0,0.0,6,17-10-2012,09:00:00,5403
360,7,287.09,0.0,0.0,1,17-10-2012,10:00:00,4680
361,7,288.31,0.0,0.0,1,17-10-2012,11:00:00,4642
362,7,288.61,0.0,0.0,0,17-10-2012,12:00:00,4979
363,7,290.32,0.0,0.0,0,17-10-2012,13:00:00,4851
364,7,291.36,0.0,0.0,0,17-10-2012,14:00:00,4291
365,7,292.01,0.0,0.0,0,17-10-2012,15:00:00,4714
366,7,292.61,0.0,0.0,0,17-10-2012,16:00:00,6723
367,7,292.65,0.0,0.0,0,17-10-2012,17:00:00,6180
368,7,290.52,0.0,0.0,1,17-10-2012,18:00:00,4843
369,7,288.35,0.0,0.0,1,17-10-2012,19:00:00,3435
370,7,286.72,0.0,0.0,1,17-10-2012,20:00:00,2921
371,7,285.49,0.0,0.0,1,17-10-2012,21:00:00,2763
372,7,284.22,0.0,0.0,1,17-10-2012,22:00:00,1930
373,7,283.8,0.0,0.0,1,17-10-2012,23:00:00,1160
374,7,283.72,0.0,0.0,1,18-10-2012,00:00:00,654
375,7,282.8,0.0,0.0,1,18-10-2012,01:00:00,374
376,7,282.32,0.0,0.0,5,18-10-2012,02:00:00,301
377,7,282.38,0.0,0.0,1,18-10-2012,03:00:00,397
378,7,282.76,0.0,0.0,1,18-10-2012,04:00:00,794
379,7,282.88,0.0,0.0,5,18-10-2012,05:00:00,2564
380,7,284.18,0.0,0.0,1,18-10-2012,06:00:00,5358
381,7,284.69,0.0,0.0,1,18-10-2012,07:00:00,6441
382,7,285.0,0.0,0.0,1,18-10-2012,08:00:00,5536
383,7,286.9,0.0,0.0,6,18-10-2012,09:00:00,5256
384,7,288.35,0.0,0.0,1,18-10-2012,10:00:00,4619
385,7,289.59,0.0,0.0,1,18-10-2012,11:00:00,5107
386,7,288.27,0.0,0.0,6,18-10-2012,12:00:00,5147
387,7,286.41,0.0,0.0,1,18-10-2012,13:00:00,5283
388,7,285.96,0.0,0.0,1,18-10-2012,14:00:00,5704
389,7,287.04,0.0,0.0,1,18-10-2012,15:00:00,5887
390,7,287.18,0.0,0.0,1,18-10-2012,16:00:00,6307
391,7,286.94,0.0,0.0,1,18-10-2012,17:00:00,5953
392,7,286.01,0.0,0.0,1,18-10-2012,18:00:00,4519
393,7,284.67,0.0,0.0,2,18-10-2012,19:00:00,3427
394,7,283.44,0.0,0.0,6,18-10-2012,20:00:00,2921
395,7,282.51,0.0,0.0,2,18-10-2012,21:00:00,2649
396,7,281.9,0.0,0.0,1,18-10-2012,22:00:00,2005
397,7,281.85,0.0,0.0,1,18-10-2012,23:00:00,1177
398,7,281.28,0.0,0.0,1,19-10-2012,00:00:00,699
399,7,280.97,0.0,0.0,5,19-10-2012,01:00:00,436
400,7,280.44,0.0,0.0,2,19-10-2012,02:00:00,353
401,7,280.44,0.0,0.0,5,19-10-2012,02:00:00,353
402,7,280.02,0.0,0.0,5,19-10-2012,03:00:00,399
403,7,279.79,0.0,0.0,2,19-10-2012,04:00:00,720
404,7,279.79,0.0,0.0,1,19-10-2012,04:00:00,720
405,7,279.79,0.0,0.0,6,19-10-2012,04:00:00,720
406,7,279.79,0.0,0.0,2,19-10-2012,04:00:00,720
407,7,279.74,0.0,0.0,5,19-10-2012,05:00:00,2370
408,7,279.74,0.0,0.0,6,19-10-2012,05:00:00,2370
409,7,279.65,0.0,0.0,2,19-10-2012,06:00:00,5162
